id,question,intent,split,language,domain,source_type_hint,requires_context
HOWIE-NAV-027,Where can I find all publications from this project?,NAVIGATION,test,en,higher_education_research,mixed,false
HOWIE-NAV-028,Show me where this topic appears in the collection.,NAVIGATION,test,en,higher_education_research,mixed,false
HOWIE-NAV-029,Which navigation path leads to the dataset documentation?,NAVIGATION,test,en,higher_education_research,mixed,false
HOWIE-NAV-030,Where is the section that explains limitations?,NAVIGATION,test,en,higher_education_research,mixed,false
HOWIE-INT-001,What do these findings imply for policy?,INTERPRETATION,train,en,higher_education_research,mixed,false
HOWIE-INT-002,How should I interpret the decrease in mobility rates?,INTERPRETATION,train,en,higher_education_research,mixed,false
HOWIE-INT-003,What does this result mean for university management?,INTERPRETATION,train,en,higher_education_research,mixed,false
HOWIE-INT-004,What is the significance of the difference between groups?,INTERPRETATION,train,en,higher_education_research,mixed,false
HOWIE-INT-005,How should policymakers read this evidence?,INTERPRETATION,train,en,higher_education_research,mixed,false
HOWIE-INT-006,What does the trend suggest about access to higher education?,INTERPRETATION,train,en,higher_education_research,mixed,false
HOWIE-INT-007,What are the implications of the findings for student support services?,INTERPRETATION,train,en,higher_education_research,mixed,false
HOWIE-INT-008,How important is this result in practical terms?,INTERPRETATION,train,en,higher_education_research,mixed,false
HOWIE-INT-009,What does the comparison imply about social inequality?,INTERPRETATION,train,en,higher_education_research,mixed,false
HOWIE-INT-010,How should I understand the reported association?,INTERPRETATION,train,en,higher_education_research,mixed,false
HOWIE-INT-011,What does this evidence suggest for future research?,INTERPRETATION,train,en,higher_education_research,mixed,false
HOWIE-INT-012,What is the broader meaning of the student finance findings?,INTERPRETATION,train,en,higher_education_research,mixed,false
HOWIE-INT-013,How should this result be communicated to non-experts?,INTERPRETATION,train,en,higher_education_research,mixed,false
HOWIE-INT-014,What conclusions can reasonably be drawn from the data?,INTERPRETATION,train,en,higher_education_research,mixed,false
HOWIE-INT-015,What does this finding tell us about institutional differences?,INTERPRETATION,train,en,higher_education_research,mixed,false
HOWIE-INT-016,How should the limitations affect our reading of the results?,INTERPRETATION,train,en,higher_education_research,mixed,false
HOWIE-INT-017,What is the policy relevance of the mobility trend?,INTERPRETATION,train,en,higher_education_research,mixed,false
HOWIE-INT-018,What does the evidence imply about fairness in higher education?,INTERPRETATION,train,en,higher_education_research,mixed,false
HOWIE-INT-019,How should I frame this result in a briefing?,INTERPRETATION,train,en,higher_education_research,mixed,false
HOWIE-INT-020,What does the study suggest about structural barriers?,INTERPRETATION,train,en,higher_education_research,mixed,false
HOWIE-INT-021,What is the analytical meaning of the country comparison?,INTERPRETATION,dev,en,higher_education_research,mixed,false
HOWIE-INT-022,How should the observed pattern be interpreted?,INTERPRETATION,dev,en,higher_education_research,mixed,false
HOWIE-INT-023,What does this result imply for funding debates?,INTERPRETATION,dev,en,higher_education_research,mixed,false
HOWIE-INT-024,What are the practical implications of the study?,INTERPRETATION,dev,en,higher_education_research,mixed,false
HOWIE-INT-025,How should we understand the relationship between work and study progress?,INTERPRETATION,dev,en,higher_education_research,mixed,false
HOWIE-INT-026,What message should stakeholders take from this result?,INTERPRETATION,test,en,higher_education_research,mixed,false
HOWIE-INT-027,What does this mean for internationalization strategies?,INTERPRETATION,test,en,higher_education_research,mixed,false
HOWIE-INT-028,How should I interpret the uncertainty around this estimate?,INTERPRETATION,test,en,higher_education_research,mixed,false
HOWIE-INT-029,What does this result indicate about student vulnerability?,INTERPRETATION,test,en,higher_education_research,mixed,false
HOWIE-INT-030,What is the most reasonable reading of the findings?,INTERPRETATION,test,en,higher_education_research,mixed,false
HOWIE-DEC-001,Which intervention seems most effective to adopt?,DECISION_SUPPORT,train,en,higher_education_research,mixed,false
HOWIE-DEC-002,What should a university do based on these findings?,DECISION_SUPPORT,train,en,higher_education_research,mixed,false
HOWIE-DEC-003,Which policy option is better supported by the evidence?,DECISION_SUPPORT,train,en,higher_education_research,mixed,false
HOWIE-DEC-004,Should we prioritize housing support or financial aid?,DECISION_SUPPORT,train,en,higher_education_research,mixed,false
HOWIE-DEC-005,Which student group should receive targeted support first?,DECISION_SUPPORT,train,en,higher_education_research,mixed,false
HOWIE-DEC-006,What action would be most appropriate given the results?,DECISION_SUPPORT,train,en,higher_education_research,mixed,false
HOWIE-DEC-007,Which measure appears most promising for reducing dropout?,DECISION_SUPPORT,train,en,higher_education_research,mixed,false
HOWIE-DEC-008,Should policymakers expand mobility grants based on this evidence?,DECISION_SUPPORT,train,en,higher_education_research,mixed,false
HOWIE-DEC-009,What recommendation follows from the comparison?,DECISION_SUPPORT,train,en,higher_education_research,mixed,false
HOWIE-DEC-010,Which approach should be chosen for improving student wellbeing?,DECISION_SUPPORT,train,en,higher_education_research,mixed,false
HOWIE-DEC-011,How should a ministry respond to the reported trend?,DECISION_SUPPORT,train,en,higher_education_research,mixed,false
HOWIE-DEC-012,Which intervention has the strongest empirical support?,DECISION_SUPPORT,train,en,higher_education_research,mixed,false
HOWIE-DEC-013,What should be done to address financial stress among students?,DECISION_SUPPORT,train,en,higher_education_research,mixed,false
HOWIE-DEC-014,Which strategy is preferable for widening participation?,DECISION_SUPPORT,train,en,higher_education_research,mixed,false
HOWIE-DEC-015,Should universities invest more in advisory services?,DECISION_SUPPORT,train,en,higher_education_research,mixed,false
HOWIE-DEC-016,What practical step would you recommend from these findings?,DECISION_SUPPORT,train,en,higher_education_research,mixed,false
HOWIE-DEC-017,Which policy should be tested next?,DECISION_SUPPORT,train,en,higher_education_research,mixed,false
HOWIE-DEC-018,How should resources be allocated across student support programs?,DECISION_SUPPORT,train,en,higher_education_research,mixed,false
HOWIE-DEC-019,What is the best action for improving international student integration?,DECISION_SUPPORT,train,en,higher_education_research,mixed,false
HOWIE-DEC-020,Which option is more evidence-based?,DECISION_SUPPORT,train,en,higher_education_research,mixed,false
HOWIE-DEC-021,Should the institution change its mobility support program?,DECISION_SUPPORT,dev,en,higher_education_research,mixed,false
HOWIE-DEC-022,What should managers prioritize after reading this report?,DECISION_SUPPORT,dev,en,higher_education_research,mixed,false
HOWIE-DEC-023,Which recommendation is most defensible from the data?,DECISION_SUPPORT,dev,en,higher_education_research,mixed,false
HOWIE-DEC-024,How should the findings guide implementation decisions?,DECISION_SUPPORT,dev,en,higher_education_research,mixed,false
HOWIE-DEC-025,What decision can be made from this evidence?,DECISION_SUPPORT,dev,en,higher_education_research,mixed,false
HOWIE-DEC-026,Which intervention should be scaled first?,DECISION_SUPPORT,test,en,higher_education_research,mixed,false
HOWIE-DEC-027,Should the project focus on outreach or financial support?,DECISION_SUPPORT,test,en,higher_education_research,mixed,false
HOWIE-DEC-028,What is the most effective response to the observed problem?,DECISION_SUPPORT,test,en,higher_education_research,mixed,false
HOWIE-DEC-029,Which policy implication should be acted on immediately?,DECISION_SUPPORT,test,en,higher_education_research,mixed,false
HOWIE-DEC-030,What should be adopted if the goal is to reduce inequality?,DECISION_SUPPORT,test,en,higher_education_research,mixed,false
HOWIE-FOL-001,What about in rural schools?,FOLLOWUP,train,en,higher_education_research,mixed,true
HOWIE-FOL-002,And for international students?,FOLLOWUP,train,en,higher_education_research,mixed,true
HOWIE-FOL-003,How about the latest wave?,FOLLOWUP,train,en,higher_education_research,mixed,true
HOWIE-FOL-004,What about Germany specifically?,FOLLOWUP,train,en,higher_education_research,mixed,true
HOWIE-FOL-005,Can you compare that with France?,FOLLOWUP,train,en,higher_education_research,mixed,true
HOWIE-FOL-006,And what does the report say about women?,FOLLOWUP,train,en,higher_education_research,mixed,true
HOWIE-FOL-007,Does that also apply to doctoral candidates?,FOLLOWUP,train,en,higher_education_research,mixed,true
HOWIE-FOL-008,What about students with children?,FOLLOWUP,train,en,higher_education_research,mixed,true
HOWIE-FOL-009,Can you show the same for 2021?,FOLLOWUP,train,en,higher_education_research,mixed,true
HOWIE-FOL-010,How does that look by field of study?,FOLLOWUP,train,en,higher_education_research,mixed,true
HOWIE-FOL-011,And what are the limitations there?,FOLLOWUP,train,en,higher_education_research,mixed,true
HOWIE-FOL-012,What about the methodology for that?,FOLLOWUP,train,en,higher_education_research,mixed,true
HOWIE-FOL-013,Can you explain that further?,FOLLOWUP,train,en,higher_education_research,mixed,true
HOWIE-FOL-014,What does that mean for policy?,FOLLOWUP,train,en,higher_education_research,mixed,true
HOWIE-FOL-015,Where can I find that section?,FOLLOWUP,train,en,higher_education_research,mixed,true
HOWIE-FOL-016,Can you give me the source for that?,FOLLOWUP,train,en,higher_education_research,mixed,true
HOWIE-FOL-017,How does it compare to the previous result?,FOLLOWUP,train,en,higher_education_research,mixed,true
HOWIE-FOL-018,What about low-income students?,FOLLOWUP,train,en,higher_education_research,mixed,true
HOWIE-FOL-019,Does the same pattern appear over time?,FOLLOWUP,train,en,higher_education_research,mixed,true
HOWIE-FOL-020,And why did that happen?,FOLLOWUP,train,en,higher_education_research,mixed,true
HOWIE-FOL-021,Can you summarize that again?,FOLLOWUP,dev,en,higher_education_research,mixed,true
HOWIE-FOL-022,What about the sample size there?,FOLLOWUP,dev,en,higher_education_research,mixed,true
HOWIE-FOL-023,Does this change for universities of applied sciences?,FOLLOWUP,dev,en,higher_education_research,mixed,true
HOWIE-FOL-024,And in the qualitative study?,FOLLOWUP,dev,en,higher_education_research,mixed,true
HOWIE-FOL-025,What about non-traditional students?,FOLLOWUP,dev,en,higher_education_research,mixed,true
HOWIE-FOL-026,Can you put that into context?,FOLLOWUP,test,en,higher_education_research,mixed,true
HOWIE-FOL-027,Does the finding hold for older students?,FOLLOWUP,test,en,higher_education_research,mixed,true
HOWIE-FOL-028,What should we do about that?,FOLLOWUP,test,en,higher_education_research,mixed,true
HOWIE-FOL-029,Can you show more detail?,FOLLOWUP,test,en,higher_education_research,mixed,true
HOWIE-FOL-030,And where exactly is that reported?,FOLLOWUP,test,en,higher_education_research,mixed,true
HOWIE-UNK-001,Hello there.,UNKNOWN,train,en,out_of_scope,none,false
HOWIE-UNK-002,Can you write me a poem about universities?,UNKNOWN,train,en,out_of_scope,none,false
HOWIE-UNK-003,What is the weather in Berlin today?,UNKNOWN,train,en,out_of_scope,none,false
HOWIE-UNK-004,Tell me a joke about students.,UNKNOWN,train,en,out_of_scope,none,false
HOWIE-UNK-005,Who won the football match yesterday?,UNKNOWN,train,en,out_of_scope,none,false
HOWIE-UNK-006,Book a train ticket to Hannover.,UNKNOWN,train,en,out_of_scope,none,false
HOWIE-UNK-007,Translate this sentence into Spanish.,UNKNOWN,train,en,out_of_scope,none,false
HOWIE-UNK-008,What is the capital of Canada?,UNKNOWN,train,en,out_of_scope,none,false
HOWIE-UNK-009,Generate a logo for my chatbot.,UNKNOWN,train,en,out_of_scope,none,false
HOWIE-UNK-010,Play some music.,UNKNOWN,train,en,out_of_scope,none,false
HOWIE-UNK-011,What is your favorite color?,UNKNOWN,train,en,out_of_scope,none,false
HOWIE-UNK-012,Can you order pizza for me?,UNKNOWN,train,en,out_of_scope,none,false
HOWIE-UNK-013,Explain quantum physics in one sentence.,UNKNOWN,train,en,out_of_scope,none,false
HOWIE-UNK-014,Set a reminder for tomorrow morning.,UNKNOWN,train,en,out_of_scope,none,false
HOWIE-UNK-015,What movies are showing tonight?,UNKNOWN,train,en,out_of_scope,none,false
HOWIE-UNK-016,Write a birthday message for my friend.,UNKNOWN,train,en,out_of_scope,none,false
HOWIE-UNK-017,How do I fix my washing machine?,UNKNOWN,train,en,out_of_scope,none,false
HOWIE-UNK-018,Tell me the stock price of Apple.,UNKNOWN,train,en,out_of_scope,none,false
HOWIE-UNK-019,Create a workout plan for beginners.,UNKNOWN,train,en,out_of_scope,none,false
HOWIE-UNK-020,What is the recipe for pancakes?,UNKNOWN,train,en,out_of_scope,none,false
HOWIE-UNK-021,Can you solve this unrelated math problem?,UNKNOWN,dev,en,out_of_scope,none,false
HOWIE-UNK-022,Who is the president of France?,UNKNOWN,dev,en,out_of_scope,none,false
HOWIE-UNK-023,Open my email inbox.,UNKNOWN,dev,en,out_of_scope,none,false
HOWIE-UNK-024,Make a travel itinerary for Rome.,UNKNOWN,dev,en,out_of_scope,none,false
HOWIE-UNK-025,What does this dream mean?,UNKNOWN,dev,en,out_of_scope,none,false
HOWIE-UNK-026,Recommend a laptop for gaming.,UNKNOWN,test,en,out_of_scope,none,false
HOWIE-UNK-027,Write Python code for a calculator app.,UNKNOWN,test,en,out_of_scope,none,false
HOWIE-UNK-028,What is the best restaurant nearby?,UNKNOWN,test,en,out_of_scope,none,false
HOWIE-UNK-029,Tell me a bedtime story.,UNKNOWN,test,en,out_of_scope,none,false
HOWIE-UNK-030,How do I learn guitar quickly?,UNKNOWN,test,en,out_of_scope,none,false
